company,location,total_laid_off,date,percentage_laid_off,industry,source,stage,funds_raised,country
Crunchyroll,"Tokyo, Non-U.S.",,08-12-2025,,Media,https://www.thewrap.com/crunchyroll-restructuring-layoffs/,Acquired,26,Japan
Kaltura,New York City,70,08-07-2025,0.1,Media,https://www.calcalistech.com/ctechnews/article/6a8duhohw,Post-IPO,166,United States
Nextdoor,SF Bay Area,67,08-07-2025,0.12,Consumer,https://www.bloomberg.com/news/articles/2025-08-07/nextdoor-cuts-12-of-workforce-in-quest-for-profitability,Post-IPO,736,United States
Peloton,New York City,,08-07-2025,0.06,Fitness,https://www.reuters.com/technology/peloton-cut-more-jobs-forecasts-strong-2026-revenue-shares-rise-2025-08-07/,Post-IPO,1900,United States
Yotpo,New York City,200,08-05-2025,0.34,Marketing,https://www.calcalistech.com/ctechnews/article/s1cc5uk00xx,Unknown,436,United States
Windsurf,SF Bay Area,30,08-05-2025,,AI,https://techcrunch.com/2025/08/05/three-weeks-after-acquiring-windsurf-cognition-offers-staff-the-exit-door/,Acquired,243,United States
Wondery,Los Angeles,100,08-04-2025,,Media,https://variety.com/2025/biz/news/amazon-reorganizes-audio-wondery-audible-jen-sargent-exit-1236477796/,Acquired,15,United States
Clear,"Bengaluru, Non-U.S.",145,08-01-2025,0.16,Finance,https://entrackr.com/news/clear-cuts-16-of-workforce-amid-peak-tax-filing-season-9628272,Series C,140,India
Atlassian,"Sydney, Non-U.S.",150,7/30/2025,,Other,https://au.finance.yahoo.com/news/atlassian-billionaire-spruiks-ai-as-ceo-fires-150-workers-over-video-in-scary-digital-revolution-052623412.html,Post-IPO,210,Australia
Astra,"Bengaluru, Non-U.S.",106,7/28/2025,1,Sales,https://inc42.com/buzz/aravind-srinivas-backed-ai-startup-astra-shuts-operations/,Unknown,,India
Krutrim,"Bengaluru, Non-U.S.",100,7/28/2025,,AI,https://inc42.com/buzz/krutrim-lays-off-over-100-staff-in-fresh-job-cuts-report/,Unknown,304,India
Eyeo,"Cologne, Non-U.S.",,7/28/2025,0.4,,https://www.adexchanger.com/privacy/eyeo-names-new-ceo-cuts-40-of-staff-and-refocuses-the-business-on-privacy/,Unknown,,Germany
Ohm Mobility,Bengaluru,,7/24/2025,1,Transportation,https://entrackr.com/snippets/ev-financing-startup-ohm-mobility-shuts-down-operations-9534248,Seed,,India
Tipalti,SF Bay Area,,7/24/2025,,Finance,https://www.calcalistech.com/ctechnews/article/syrnrsyvgg,Series F,565,United States
PlaxidityX,"Tel Aviv, Non-U.S.",65,7/23/2025,0.36,Security,https://www.calcalistech.com/ctechnews/article/rk1c9mclxl,Acquired,25,Israel
WiseTech,"Sydney, Non-U.S.",,7/23/2025,,Logistics,https://www.reuters.com/world/asia-pacific/australias-wisetech-cut-some-jobs-ai-driven-efficiency-push-2025-07-23/,Post-IPO,3000,Australia
ConsenSys,New York City,47,7/22/2025,0.07,Crypto,https://www.bloomberg.com/news/articles/2025-07-22/crypto-software-firm-consensys-eliminates-about-7-of-workforce,Series D,726,United States
Zeen,SF Bay Area,,7/21/2025,1,Consumer,https://www.businessinsider.com/social-media-creator-economy-collage-startup-zeen-shutting-down-2025-7,Unknown,9,United States
Rocket Companies,Detroit,,7/18/2025,0.02,Real Estate,https://www.housingwire.com/articles/rocket-lays-off-2-of-workforce-after-closing-redfin-acquisition/,Post-IPO,5200,United States
TytoCare,New York City,35,7/17/2025,0.22,Healthcare,https://www.calcalistech.com/ctechnews/article/sjv1k6i8xx,Series E,206,United States
Amazon,Seattle,,7/17/2025,,Retail,https://www.reuters.com/business/retail-consumer/amazons-aws-cloud-computing-unit-cuts-least-hundreds-jobs-sources-say-2025-07-17/,Post-IPO,8100,United States
Amicole,New York City,,7/17/2025,1,Retail,https://techcrunch.com/2025/07/17/after-raising-over-3m-popular-vc-backed-beauty-brand-ami-cole-is-shuttering/,Seed,5,United States
CodeParrot,"Bengaluru, Non-U.S.",,7/17/2025,1,Product,https://inc42.com/buzz/another-startup-bites-the-dust-y-combinator-backed-codeparrot-shuts-down/,Seed,,India
Scale AI,SF Bay Area,200,7/16/2025,0.14,Data,https://www.bloomberg.com/news/articles/2025-07-16/scale-ai-to-cut-14-of-staff-following-meta-investment,Series E,602,United States
Lenovo,Raleigh,100,7/16/2025,0.03,Hardware,https://www.newsobserver.com/news/business/article310699130.html,Post-IPO,850,United States
Jamf,Minneapolis,166,7/15/2025,0.06,Other,https://www.bizjournals.com/twincities/news/2025/07/16/jamf-lays-off-166-employees.html,Post-IPO,332,United States
King.com,"Stockholm, Non-U.S.",200,7/14/2025,,Consumer,https://mobilegamer.biz/laid-off-king-staff-set-to-be-replaced-by-the-ai-tools-they-helped-build-say-sources/,Acquired,84,Sweden
Blip,"Bengaluru, Non-U.S.",,07-12-2025,1,Retail,https://inc42.com/buzz/quick-fashion-startup-blip-shuts-shop/,Unknown,,India
Intel,Sacramento,5000,07-11-2025,,Hardware,https://www.manufacturingdive.com/news/intel-layoffs-surpass-5000-across-California-Oregon-Arizona-Texas/752756/,Post-IPO,12,United States
TripleLift,New York City,,07-11-2025,,Marketing,https://www.adexchanger.com/publishers/triplelift-quietly-lays-off-a-double-digit-percentage-of-its-workforce/,Acquired,16,United States
Indeed + Glassdoor,Austin,1300,07-10-2025,,HR,https://www.bloomberg.com/news/articles/2025-07-10/indeed-glassdoor-to-cut-1-300-jobs-in-ai-focused-consolidation,Acquired,5,United States
Augury,New York City,60,07-10-2025,0.18,Manufacturing,https://www.calcalistech.com/ctechnews/article/sk7t511thxx,Series E,274,United States
Eigen Labs,Seattle,29,07-08-2025,0.25,Crypto,https://blockworks.co/news/eigen-layoffs-25-eigencloud,Unknown,234,United States
Nayax,"Tel Aviv, Non-U.S.",70,07-07-2025,0.06,Finance,https://www.calcalistech.com/ctechnews/article/bjzblekrel,Post-IPO,245,Israel
Subtl AI,"Hyderabad, Non-U.S.",,07-03-2025,1,AI,https://inc42.com/buzz/genai-startup-subtl-ai-shuts-shop-after-failing-to-raise-funds/,Seed,,India
Microsoft,Seattle,9000,07-02-2025,0.04,Other,https://www.cnbc.com/2025/07/02/microsoft-laying-off-about-9000-employees-in-latest-round-of-cuts.html,Post-IPO,1,United States
Retrain.ai,New York City,20,07-02-2025,1,HR,https://www.calcalistech.com/ctechnews/article/s1avcuzhgg,Unknown,34,Israel
Okra,"Lagos, Non-U.S.",,07-02-2025,1,Finance,https://techpoint.africa/news/okra-cofounder-fara-jituboh-exits/,Series A,12,Nigeria
TikTok,"Dublin, Non-U.S.",,07-02-2025,,Consumer,https://www.bloomberg.com/news/articles/2025-07-02/tiktok-shop-cuts-more-us-workers-in-third-round-since-april,Acquired,,Ireland
TomTom,"Amsterdam, Non-U.S.",300,6/30/2025,0.1,Other,https://www.tomtom.com/newsroom/press-releases/earnings-other/29121/tomtom-advances-its-product-led-strategy-and-realigns-its-organization/,Post-IPO,430,Netherlands
Rivian,Los Angeles,140,6/26/2025,0.01,Transportation,https://techcrunch.com/2025/06/26/rivian-cuts-dozens-on-manufacturing-team-ahead-of-r2-launch/,Post-IPO,10700,United States
Bumble,Austin,240,6/25/2025,0.3,Consumer,https://www.cnbc.com/2025/06/25/bumble-layoffs.html,Post-IPO,313,United States
Klue,"Vancouver, Non-U.S.",85,6/25/2025,0.4,Sales,https://betakit.com/klue-lays-off-40-percent-of-staff-as-startup-faces-internal-and-external-ai-pressure/,Series B,83,Canada
Google,SF Bay Area,75,6/24/2025,,Consumer,https://www.theinformation.com/articles/google-cuts-smart-tv-budget-doubles-youtube,Post-IPO,26,United States
Intel,Sacramento,,6/24/2025,,Hardware,https://www.oregonlive.com/silicon-forest/2025/06/intel-will-shut-down-its-automotive-business-lay-off-most-of-the-departments-employees.html,Post-IPO,12,United States
Microsoft,Seattle,,6/24/2025,,Other,https://www.bloomberg.com/news/articles/2025-06-24/microsoft-plans-major-job-cuts-at-xbox-gaming-division?accessToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzb3VyY2UiOiJTdWJzY3JpYmVyR2lmdGVkQXJ0aWNsZSIsImlhdCI6MTc1MDc3Mjc0NiwiZXhwIjoxNzUxMzc3NTQ2LCJhcnRpY2xlSWQiOiJTWUQ0VkxEV1JHRzAwMCIsImJjb25uZWN0SWQiOiJCMUVBQkI5NjQ2QUM0REZFQTJBRkI4MjI1MzgyQTJFQSJ9.iMkVuxzB6m6hT_Rpwa-NQCTCvDapSt1DaRfpnGaqUSw&embedded-checkout=true&leadSource=uverify%20wall,Post-IPO,1,United States
Pluralsight,Salt Lake City,,6/24/2025,0.17,Education,https://www.sltrib.com/news/business/2025/06/26/pluralsight-is-leaving-utah-after/,Acquired,192,United States
Khoros,Austin,116,6/20/2025,,Sales,https://www.bizjournals.com/austin/news/2025/06/20/layoffs-at-austin-social-media-co-khoros.html,Private Equity,138,United States
Sabi,"Lagos, Non-U.S.",50,6/19/2025,0.2,Retail,https://techcrunch.com/2025/06/20/after-raising-38m-african-e-commerce-startup-sabi-lays-off-20-pivots-to-traceable-exports/,Series B,66,Nigeria
Intel,"Tel Aviv, Non-U.S.",,6/17/2025,,Hardware,https://www.calcalistech.com/ctechnews/article/pgg42xgob,Post-IPO,12,Israel
Salto,"Tel Aviv, Non-U.S.",30,06-10-2025,0.5,Other,https://www.calcalistech.com/ctechnews/article/byxvfir7lx,Series B,69,Israel
ZoomInfo,"Vancouver, Non-U.S.",150,06-09-2025,0.04,Sales,https://www.oregonlive.com/silicon-forest/2025/06/zoominfo-one-of-portland-areas-most-valuable-companies-will-cut-200-jobs.html,Post-IPO,7,Canada
Playtika,"Tel Aviv, Non-U.S.",90,06-05-2025,,Consumer,https://www.calcalistech.com/ctechnews/article/hjhutnrggg,Post-IPO,,Israel
Airtime,New York City,25,06-04-2025,0.43,Consumer,https://techcrunch.com/2025/06/04/its-layoff-season-at-phil-libins-airtime/,Series B,33,United States
Microsoft,Seattle,305,06-02-2025,0.03,Other,https://www.geekwire.com/2025/new-filing-microsoft-cuts-another-305-jobs-in-washington-state/,Post-IPO,1,United States
Hims & Hers,SF Bay Area,68,5/30/2025,0.04,Healthcare,https://www.reuters.com/business/healthcare-pharmaceuticals/hims-cut-4-workforce-amid-ban-weight-loss-drug-copies-2025-05-30/,Post-IPO,1200,United States
Business Insider,New York City,,5/29/2025,0.2,Media,https://www.adweek.com/media/business-insider-layoffs-traffic-sensitivity/,Acquired,56,United States
eBay,"Tel Aviv, Non-U.S.",200,5/28/2025,,Retail,https://www.calcalistech.com/ctechnews/article/hywdt44mxx,Post-IPO,1200,Israel
Cars24,"Gurugram, Non-U.S.",120,5/27/2025,,Transportation,https://inc42.com/buzz/cars24-to-fire-120-more-employees-in-restructuring-exercise/,Series G,1300,India
nCino,Wilmington,,5/27/2025,0.07,Finance,https://www.housingwire.com/articles/ncino-workforce-layoffs-artificial-intelligence-technology/,Post-IPO,1100,United States
Otipy,"New Delhi, Non-U.S.",300,5/23/2025,1,Food,https://economictimes.indiatimes.com/tech/startups/subscription-based-grocery-provider-otipy-shuts-shop-impacts-300-employees/articleshow/121367249.cms?from=mdr,Series B,44,India
LeddarTech,"Quebec, Non-U.S.",138,5/22/2025,0.95,Transportation,https://betakit.com/leddartech-cuts-95-percent-of-staff-in-bid-to-rescue-its-business/,Post-IPO,402,Canada
Climeworks,"Zurich, Non-U.S.",106,5/21/2025,0.22,Energy,https://www.bloomberg.com/news/articles/2025-05-21/carbon-removal-startup-climeworks-is-cutting-22-of-staff,Private Equity,734,Switzerland
Builder.ai,"London, Non-U.S.",,5/20/2025,1,AI,https://techcrunch.com/2025/05/20/once-worth-over-1b-microsoft-backed-builder-ai-is-running-out-of-money/,Series D,445,United Kingdom
Luminar,Orlando,,5/20/2025,,Transportation,https://techcrunch.com/2025/05/20/luminar-kicks-off-another-round-of-layoffs-amid-ceos-sudden-resignation/,Post-IPO,780,United States
Blink Charging,Baltimore,,5/19/2025,0.2,Other,https://blinkcharging.com/news/blink-charging-announces-workforce-reduction-to-accelerate-blinkforward-initiative-and-strengthen-global-market-position,Post-IPO,110,United States
VerSe Innovation copy,"Bengaluru, Non-U.S.",350,5/18/2025,,Media,https://inc42.com/buzz/josh-dailyhunt-parent-verse-innovation-lays-off-350-employees/,Series J,1700,India
GroundGame Health,Tampa Bay,97,5/15/2025,,Healthcare,https://www.bizjournals.com/tampabay/news/2025/05/15/groundgame-health-layoffs.html,Series A,17,United States
Noogata,"Tel Aviv, Non-U.S.",10,5/15/2025,1,AI,https://www.calcalistech.com/ctechnews/article/bjluv00711xe,Series A,28,Israel
Amazon,Seattle,100,5/14/2025,,Retail,https://www.cnbc.com/2025/05/14/amazon-lays-off-about-100-employees-in-devices-and-services-unit.html,Post-IPO,8100,United States
Microsoft,Seattle,6000,5/13/2025,0.03,Other,https://www.cnbc.com/2025/05/13/microsoft-is-cutting-3percent-of-workers-across-the-software-company.html,Post-IPO,1,United States
Chegg,SF Bay Area,248,05-12-2025,0.22,Education,https://www.reuters.com/world/americas/chegg-lay-off-22-workforce-ai-tools-shake-up-edtech-industry-2025-05-12/,Post-IPO,227,United States
Match Group,New York City,325,05-08-2025,0.13,Consumer,https://www.bloomberg.com/news/articles/2025-05-08/match-group-cuts-13-staff-in-latest-move-to-reverse-declines,Post-IPO,,United States
CrowdStrike,SF Bay Area,500,05-07-2025,0.05,Security,https://www.wsj.com/business/crowdstrike-to-cut-5-of-workforce-8eda42ed?st=dVSJCS&reflink=desktopwebshare_permalink,Post-IPO,1200,United States
Games 24x7,"Mumbai, Non-U.S.",180,05-07-2025,,Consumer,https://www.storyboard18.com/gaming-news/games-24x7-cuts-staff-amid-gst-dispute-industry-turmoil-64843.htm,Unknown,75,India
OpenText,"Waterloo, Non-U.S.",1600,05-06-2025,,Data,https://betakit.com/opentext-makes-ai-number-one-priority-as-company-slashes-1600-jobs/,Post-IPO,1100,Canada
GenWise,"New Delhi, Non-U.S.",15,05-05-2025,0.2,Other,https://entrackr.com/exclusive/exclusive-z47-backed-genwise-lays-off-20-of-workforce-9036952,Seed,3,India
General Fusion,"Vancouver, Non-U.S.",,05-05-2025,0.25,Energy,https://techcrunch.com/2025/05/05/layoffs-hit-general-fusion-as-the-fusion-power-startup-runs-short-on-cash/,Unknown,370,Canada
Deep Instinct,"Tel Aviv, Non-U.S.",20,05-04-2025,0.1,Security,https://www.calcalistech.com/ctechnews/article/bjfqkgbglx,Unknown,322,Israel
Log 9 Materials,"Bengaluru, Non-U.S.",,05-02-2025,1,Manufacturing,https://inc42.com/features/log9-materials-collapse-battery-tech-startup-cash-crunch/,Series B,32,India
Beam,"Bristol, Non-U.S.",200,05-01-2025,1,Other,https://sifted.eu/articles/beam-robotics-shuts-down,Unknown,,United Kingdom
Bench,SF Bay Area,,05-01-2025,,Finance,https://techcrunch.com/2025/05/01/fintech-bench-conducts-layoff-while-others-still-work-month-to-month/,Acquired,109,United States
NetApp,SF Bay Area,700,4/30/2025,0.06,Data,https://blocksandfiles.com/2025/04/30/netapp-making-layoffs/,Post-IPO,,United States
Electronic Arts,SF Bay Area,300,4/29/2025,,Consumer,https://www.bloomberg.com/news/articles/2025-04-29/electronic-arts-lays-off-hundreds-cancels-titanfall-game,Post-IPO,2,United States
Stem,SF Bay Area,,4/29/2025,0.27,Energy,https://seekingalpha.com/news/4437501-stem-announces-27-percent-workforce-reduction-with-30m-savings-target-for-2025,Post-IPO,583,United States
Expedia,Seattle,,4/28/2025,0.03,Travel,https://skift.com/2025/04/28/expedia-restructures-product-and-tech-teams-will-lay-off-3-of-workforce/,Post-IPO,3300,United States
Spotter,Los Angeles,,4/28/2025,,Other,https://www.businessinsider.com/amazon-backed-creator-startup-spotter-lays-off-staffers-2025-5,Unknown,238,United States
Tomorrow,Seattle,,4/28/2025,1,Hardware,https://thespoon.tech/next-gen-fridge-startup-tomorrow-shuts-down/,Unknown,,United States
Cars24,"Gurugram, Non-U.S.",200,4/26/2025,,Transportation,https://entrackr.com/exclusive/exclusive-cars24-lays-off-200-employees-9003193,Series G,1300,India
Cars24,"Gurugram, Non-U.S.",200,4/26/2025,,Transportation,https://inc42.com/buzz/cars24-lays-off-200-staff-in-restructuring-exercise/,Series G,1300,India
SambaNova,SF Bay Area,77,4/25/2025,0.15,AI,https://www.eetimes.com/sambanova-lays-off-15-of-workforce-to-refocus-on-inference/,Series D,1100,United States
Meta,SF Bay Area,100,4/24/2025,,Consumer,https://www.bloomberg.com/news/articles/2025-04-24/meta-lays-off-more-than-100-staff-across-reality-labs-unit,Post-IPO,26000,United States
Intel,Sacramento,22000,4/23/2025,0.2,Hardware,https://www.bloomberg.com/news/articles/2025-04-23/intel-to-announce-plans-this-week-to-cut-more-than-20-of-staff?srnd=homepage-americas,Post-IPO,12,United States
Zopper,"Noida, Non-U.S.",100,4/17/2025,,Finance,https://inc42.com/buzz/elevation-capital-backed-zopper-fires-100-employees/,Series D,125,India
Turo,SF Bay Area,150,4/16/2025,0.17,Transportation,https://www.bloomberg.com/news/articles/2025-04-16/car-rental-startup-turo-cuts-15-of-workers-after-icing-ipo,Series E,467,United States
AppLovin,SF Bay Area,97,4/16/2025,,Marketing,https://www.pocketgamer.biz/applovin-lays-off-97-staff/,Post-IPO,1600,United States
Smashing,SF Bay Area,7,4/16/2025,1,Consumer,https://techcrunch.com/2025/04/16/smashing-the-reading-curation-app-by-goodreads-founder-shuts-down/,Seed,3,United States
GupShup,SF Bay Area,200,4/15/2025,,Other,https://inc42.com/buzz/exclusive-saas-unicorn-gupshup-fires-500-employees/,Series F,484,India
Sonder,SF Bay Area,,4/14/2025,,Travel,https://skift.com/2025/04/14/sonder-announces-50-million-in-layoffs-and-spending-cuts-ahead-of-marriott-integration/,Post-IPO,839,United States
Forto,"Berlin, Non-U.S.",200,04-12-2025,,Logistics,https://www.businessinsider.de/gruenderszene/automotive-mobility/forto-entlassungen-gruende/,Series D,593,Germany
Google,SF Bay Area,,04-11-2025,,Consumer,https://www.reuters.com/technology/google-lays-off-hundreds-employees-android-pixel-group-information-reports-2025-04-11/,Post-IPO,26,United States
Marin Software,SF Bay Area,,04-10-2025,1,Marketing,https://searchengineland.com/marin-software-shutting-down-454228,Post-IPO,99,United States
Wing Cloud,"Tel Aviv, Non-U.S.",,04-09-2025,1,Infrastructure,https://www.calcalistech.com/ctechnews/article/bj90wnmrjl#google_vignette,Seed,,Israel
Coho AI,"Tel Aviv, Non-U.S.",,04-06-2025,1,Sales,https://www.calcalistech.com/ctechnews/article/hjkodbg0jg,Seed,8,Israel
Five9,SF Bay Area,123,04-03-2025,0.04,Support,https://www.marketwatch.com/story/five9-to-cut-4-of-workforce-cd4da325,Post-IPO,862,United States
Tract,"London, Non-U.S.",,04-03-2025,,Real Estate,https://sifted.eu/articles/ai-proptech-startup-tract-blog,Unknown,,United Kingdom
Automattic,SF Bay Area,281,04-02-2025,0.16,Other,https://techcrunch.com/2025/04/02/wordpress-maker-automattic-lays-off-16-of-staff/,Series E,986,United States
Canva,"Sydney, Non-U.S.",10,04-02-2025,,Consumer,https://www.afr.com/technology/canva-shocks-employees-with-ai-related-job-cuts-20250331-p5lo06,Unknown,2500,Australia
WhyHive,"Melbourne, Non-U.S.",,04-02-2025,1,Data,https://www.startupdaily.net/topic/business/data-analytics-startup-whyhive-is-shutting-down-2-years-after-raising-600000/,Seed,,Australia
Zomato,"Gurugram, Non-U.S.",600,04-01-2025,,Food,https://inc42.com/buzz/zomato-trims-600-jobs-amid-increasing-automation-quick-commerce-wars/,Series J,914,India
